x,y
-114.734,-23.26
-94.828,-21.309
-74.922,-19.358
-55.016,-17.407
-35.11,-15.456
-15.204,-13.506
4.702,-11.555
24.609,-9.604
44.515,-7.653
64.421,-5.702
84.327,-3.751
104.233,-1.8
124.139,0.151
144.045,2.102
163.951,4.052
183.857,6.003
203.764,7.954
223.67,9.905
243.576,11.856
263.482,13.807
283.388,15.758
303.294,17.709
323.2,19.66
343.106,21.61
363.013,23.561
382.919,25.512
402.825,27.463
